[5/11/2015 - 13:26:14] (::1|)  => 
</div><span><span class="form-item-title"></span><select type="select" name="488977569966850048[valence_0]" style="margin-left:50px; max-width:100px;" value="0"><option selected  value="0"></option><option  value="1">POSITIF</option><option  value="2">NEGATIF</option></select></span></div></div><div><div><span><div class="form-item-title"></div><input type="hidden" name="488977569966850048[sourcecat]" value="["POSITIF","NEGATIF"]"/></span><span><div class="form-item-title"></div><input type="submit" name="488977569966850048[submit]" action="" style="margin-left:40%;display:none;" class="button" value="Soumettre"/></span></div></div> 
    </form>',
    'result' => '<div id="item-result-0" class="item-result-false"><div style="padding-top:35px;">+</div></div><script>
    var children = jQuery("form").children();
    console.log(children);
    for(var i in children){
      var height = jQuery(children[i]).height();
      jQuery("#item-result-"+i).height(height-60);
      jQuery("#item-result-"+i).css("margin-top","60px");
    }
  </script>',
    'more' => '<button id="compare-result" type="button" class="button" style="margin-left:40%;">Voir les annotations complètes</button>
  <script>
    jQuery("#compare-result").click(function(){
      jQuery.ajax({
        type: "POST",
        data : {"488977569966850048":{"sourcefile":"\\/vagrant\\/data\\/demo_pap\\/demo_workspace\\/empty_POSITIF.xml","content":"Le dialogue 2014 de Petersberg sur le climat (14\\/15 juillet): Le Dialogue de Petersberg est une initiative lan...\\n","annotated":"\\/vagrant\\/data\\/demo_pap\\/xml\\/POSITIF.xml"}},
        url: "http://localhost:8080/demo/rest/annotatedres",
        dataType : "json",
        success: function(data, textStatus, jqXHR) {
          console.log(data);
        }
      });
    });
  </script>
  ',
  ),
)
[23/11/2015 - 10:20:7] (10.0.2.2|)  => array (
)
[23/11/2015 - 10:20:38] (10.0.2.2|)  => array (
)
[23/11/2015 - 10:20:38] (10.0.2.2|)  => array (
)
[23/11/2015 - 10:23:42] (10.0.2.2|)  => array (
  'prevform' => 
  array (
    506261450273206272 => 
    array (
      'sourcefile' => '/vagrant/data/demo_pap/demo_workspace/empty_POSITIF.xml',
      'content' => 'Écologistes! Le Pape François promet une encyclique sur la préservation de la création |
',
      'annotated' => '/vagrant/data/demo_pap/xml/POSITIF.xml',
    ),
  ),
)
[23/11/2015 - 10:23:42] (10.0.2.2|)  => array (
)
[23/11/2015 - 10:23:44] (10.0.2.2|)  => array (
  'prevform' => 
  array (
    489185524209291265 => 
    array (
      'sourcefile' => '/vagrant/data/demo_pap/demo_workspace/empty_POSITIF.xml',
      'content' => '#ecologie Terrebonne crée sa Direction de l\'urbanisme durable
',
      'annotated' => '/vagrant/data/demo_pap/xml/POSITIF.xml',
    ),
  ),
)
[23/11/2015 - 10:23:44] (10.0.2.2|)  => array (
)
[23/11/2015 - 10:23:48] (10.0.2.2|)  => array (
  'prevform' => 
  array (
    489795877670617088 => 
    array (
      'sourcefile' => '/vagrant/data/demo_pap/demo_workspace/empty_NEGATIF.xml',
      'content' => 'Pétition relative aux risques d’inondations liés au projet d’aéroport deNDDL - ACIPA NDL
',
      'annotated' => '/vagrant/data/demo_pap/xml/NEGATIF.xml',
    ),
  ),
)
[23/11/2015 - 10:23:48] (10.0.2.2|)  => array (
)
[23/11/2015 - 10:24:22] (10.0.2.2|)  => array (
  'prevform' => 
  array (
    488701063198154752 => 
    array (
      'sourcefile' => '/vagrant/data/demo_pap/demo_workspace/empty_NEGATIF.xml',
      'content' => 'Le Moniteur: « L’autoconsommation au secours de la filière solaire » #énergie
',
      'annotated' => '/vagrant/data/demo_pap/xml/NEGATIF.xml',
    ),
  ),
)
[23/11/2015 - 10:24:22] (10.0.2.2|)  => array (
)
[23/11/2015 - 10:25:57] (10.0.2.2|)  => array (
  'prevform' => 
  array (
    487535575957008384 => 
    array (
      'sourcefile' => '/vagrant/data/demo_pap/demo_workspace/empty_POSITIF.xml',
      'content' => 'Simplifier les exigences de la RT 2012, mais pas à n’importe quel prix - Logement | @scoopit
',
      'annotated' => '/vagrant/data/demo_pap/xml/POSITIF.xml',
    ),
  ),
)
[23/11/2015 - 10:25:57] (10.0.2.2|)  => array (
)
[23/11/2015 - 10:26:4] (10.0.2.2|)  => array (
  'prevform' => 
  array (
    489438518322540545 => 
    array (
      'sourcefile' => '/vagrant/data/demo_pap/demo_workspace/empty_POSITIF.xml',
      'content' => 'Gestion des eaux pluviales, lutte aux îlots de chaleur, aide à la biodiversité, agriculture urbaine... Les toits...
',
      'annotated' => '/vagrant/data/demo_pap/xml/POSITIF.xml',
    ),
  ),
)
[23/11/2015 - 10:26:4] (10.0.2.2|)  => array (
  489438518322540545 => 
  array (
    'sid_0' => '489438518322540545',
    'valence_0' => '0',
    'sourcecat' => '["POSITIF","NEGATIF"]',
    'submit' => 'Soumettre',
  ),
)
[23/11/2015 - 10:26:4] (10.0.2.2|)  => /vagrant/cpm-web-ui/tools/extractdeftsubsetfromentry.py /tmp/demo_deft_hyp /vagrant/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T1b.txt
[23/11/2015 - 10:26:4] (10.0.2.2|)  => array (
  'prevresult' => 
  array (
    'content' => '<form method="post" name="489438518322540545" action="" id="form-489438518322540545"><div><div><span><div class="form-item-title"></div><input type="hidden" name="489438518322540545[sid_0]" value="489438518322540545"/></span><h3>1/1</h3><div style="width:100%; display:block;">489438518322540545</div><div class="panel" style="display:inline-block; width:800px;">Gestion des eaux pluviales, lutte aux îlots de chaleur, aide à la biodiversité, agriculture urbaine... Les toits...
</div><span><span class="form-item-title"></span><select type="select" name="489438518322540545[valence_0]" style="margin-left:50px; max-width:100px;" value="0"><option selected  value="0"></option><option  value="1">POSITIF</option><option  value="2">NEGATIF</option></select></span></div></div><div><div><span><div class="form-item-title"></div><input type="hidden" name="489438518322540545[sourcecat]" value="["POSITIF","NEGATIF"]"/></span><span><div class="form-item-title"></div><input type="submit" name="489438518322540545[submit]" action="" style="margin-left:40%;display:none;" class="button" value="Soumettre"/></span></div></div> 
    </form>',
    'result' => '<div id="item-result-0" class="item-result-false"><div style="padding-top:35px;">+</div></div><script>
    var children = jQuery("form").children();
    console.log(children);
    for(var i in children){
      var height = jQuery(children[i]).height();
      jQuery("#item-result-"+i).height(height-60);
      jQuery("#item-result-"+i).css("margin-top","60px");
    }
  </script>',
    'more' => '<button id="compare-result" type="button" class="button" style="margin-left:40%;">Voir les annotations complètes</button>
  <script>
    jQuery("#compare-result").click(function(){
      jQuery.ajax({
        type: "POST",
        data : {"489438518322540545":{"sourcefile":"\\/vagrant\\/data\\/demo_pap\\/demo_workspace\\/empty_POSITIF.xml","content":"Gestion des eaux pluviales, lutte aux \\u00eelots de chaleur, aide \\u00e0 la biodiversit\\u00e9, agriculture urbaine... Les toits...\\n","annotated":"\\/vagrant\\/data\\/demo_pap\\/xml\\/POSITIF.xml"}},
        url: "http://localhost:8080/demo/rest/annotatedres",
        dataType : "json",
        success: function(data, textStatus, jqXHR) {
          console.log(data);
        }
      });
    });
  </script>
  ',
  ),
)
[23/11/2015 - 10:26:4] (10.0.2.2|)  => array (
)
[23/11/2015 - 10:26:12] (10.0.2.2|)  => array (
)
[23/11/2015 - 10:26:12] (10.0.2.2|)  => array (
)
[23/11/2015 - 10:26:16] (10.0.2.2|)  => array (
  'prevform' => 
  array (
    489771759479324672 => 
    array (
      'sourcefile' => '/vagrant/data/demo_pap/demo_workspace/empty_NEGATIF.xml',
      'content' => 'Les appareils connectés en mode veille : un gâchis planétaire
',
      'annotated' => '/vagrant/data/demo_pap/xml/NEGATIF.xml',
    ),
  ),
)
[23/11/2015 - 10:26:16] (10.0.2.2|)  => array (
  489771759479324672 => 
  array (
    'sid_0' => '489771759479324672',
    'valence_0' => '2',
    'sourcecat' => '["POSITIF","NEGATIF"]',
    'submit' => 'Soumettre',
  ),
)
[23/11/2015 - 10:26:16] (10.0.2.2|)  => /vagrant/cpm-web-ui/tools/extractdeftsubsetfromentry.py /tmp/demo_deft_hyp /vagrant/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T1b.txt
[23/11/2015 - 10:26:16] (10.0.2.2|)  => array (
  'prevresult' => 
  array (
    'content' => '<form method="post" name="489771759479324672" action="" id="form-489771759479324672"><div><div><span><div class="form-item-title"></div><input type="hidden" name="489771759479324672[sid_0]" value="489771759479324672"/></span><h3>1/1</h3><div style="width:100%; display:block;">489771759479324672</div><div class="panel" style="display:inline-block; width:800px;">Les appareils connectés en mode veille : un gâchis planétaire
</div><span><span class="form-item-title"></span><select type="select" name="489771759479324672[valence_0]" style="margin-left:50px; max-width:100px;" value="2"><option  value="0"></option><option  value="1">POSITIF</option><option selected  value="2">NEGATIF</option></select></span></div></div><div><div><span><div class="form-item-title"></div><input type="hidden" name="489771759479324672[sourcecat]" value="["POSITIF","NEGATIF"]"/></span><span><div class="form-item-title"></div><input type="submit" name="489771759479324672[submit]" action="" style="margin-left:40%;display:none;" class="button" value="Soumettre"/></span></div></div> 
    </form>',
    'result' => '<div id="item-result-0" class="item-result-true"></div><script>
    var children = jQuery("form").children();
    console.log(children);
    for(var i in children){
      var height = jQuery(children[i]).height();
      jQuery("#item-result-"+i).height(height-60);
      jQuery("#item-result-"+i).css("margin-top","60px");
    }
  </script>',
    'more' => '<button id="compare-result" type="button" class="button" style="margin-left:40%;">Voir les annotations complètes</button>
  <script>
    jQuery("#compare-result").click(function(){
      jQuery.ajax({
        type: "POST",
        data : {"489771759479324672":{"sourcefile":"\\/vagrant\\/data\\/demo_pap\\/demo_workspace\\/empty_NEGATIF.xml","content":"Les appareils connect\\u00e9s en mode veille : un g\\u00e2chis plan\\u00e9taire\\n","annotated":"\\/vagrant\\/data\\/demo_pap\\/xml\\/NEGATIF.xml"}},
        url: "http://localhost:8080/demo/rest/annotatedres",
        dataType : "json",
        success: function(data, textStatus, jqXHR) {
          console.log(data);
        }
      });
    });
  </script>
  ',
  ),
)
[23/11/2015 - 10:26:16] (10.0.2.2|)  => array (
)
[23/11/2015 - 10:26:18] (10.0.2.2|)  => array (
)
[23/11/2015 - 10:26:18] (10.0.2.2|)  => array (
)
[23/11/2015 - 10:27:11] (10.0.2.2|)  => array (
  'prevform' => 
  array (
    490036430757187585 => 
    array (
      'sourcefile' => '/vagrant/data/demo_pap/demo_workspace/empty_INFORMATION.xml',
      'content' => 'Qmilch, un tissu écologique à base de lait #economiecirculaire #LivingCircular
',
      'annotated' => '/vagrant/data/demo_pap/xml/INFORMATION.xml',
    ),
    489138712732008448 => 
    array (
      'sourcefile' => '/vagrant/data/demo_pap/demo_workspace/empty_INSATISFACTION.xml',
      'content' => '@MisterC00l Il manque l\'écosystème Apple :)
',
      'annotated' => '/vagrant/data/demo_pap/xml/INSATISFACTION.xml',
    ),
    489400251019571200 => 
    array (
      'sourcefile' => '/vagrant/data/demo_pap/demo_workspace/empty_ACCORD.xml',
      'content' => 'Joël Pélicot est élu président du comité de bassin Loire-Bretagne: Joël Pélicot, conseiller municip...
',
      'annotated' => '/vagrant/data/demo_pap/xml/ACCORD.xml',
    ),
    489978650180460544 => 
    array (
      'sourcefile' => '/vagrant/data/demo_pap/demo_workspace/empty_DERANGEMENT.xml',
      'content' => 'Jsui enrhume de con c\'st a cause du changement climatique wlh !
',
      'annotated' => '/vagrant/data/demo_pap/xml/DERANGEMENT.xml',
    ),
  ),
)
[23/11/2015 - 10:27:11] (10.0.2.2|)  => array (
  '490036430757187585_489138712732008448_489400251019571200_489978650180460544' => 
  array (
    'sid_0' => '490036430757187585',
    'valence_0' => '2',
    'sid_1' => '489138712732008448',
    'valence_1' => '4',
    'sid_2' => '489400251019571200',
    'valence_2' => '3',
    'sid_3' => '489978650180460544',
    'valence_3' => '1',
    'sourcecat' => '["EMOTION","SENTIMENT","INFORMATION","OPINION"]',
    'submit' => 'Soumettre',
  ),
)
[23/11/2015 - 10:27:11] (10.0.2.2|)  => /vagrant/cpm-web-ui/tools/extractdeftsubsetfromentry.py /tmp/demo_deft_hyp /vagrant/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T2.1b.txt
[23/11/2015 - 10:27:11] (10.0.2.2|)  => array (
  'prevresult' => 
  array (
    'content' => '<form method="post" name="490036430757187585_489138712732008448_489400251019571200_489978650180460544" action="" id="form-490036430757187585_489138712732008448_489400251019571200_489978650180460544"><div><div><span><div class="form-item-title"></div><input type="hidden" name="490036430757187585_489138712732008448_489400251019571200_489978650180460544[sid_0]" value="490036430757187585"/></span><h3>1/4</h3><div style="width:100%; display:block;">490036430757187585</div><div class="panel" style="display:inline-block; width:800px;">Qmilch, un tissu écologique à base de lait #economiecirculaire #LivingCircular
</div><span><span class="form-item-title"></span><select type="select" name="490036430757187585_489138712732008448_489400251019571200_489978650180460544[valence_0]" style="margin-left:50px; max-width:100px;" value="2"><option  value="0"></option><option  value="1">EMOTION</option><option selected  value="2">SENTIMENT</option><option  value="3">INFORMATION</option><option  value="4">OPINION</option></select></span></div></div><div><div><span><div class="form-item-title"></div><input type="hidden" name="490036430757187585_489138712732008448_489400251019571200_489978650180460544[sid_1]" value="489138712732008448"/></span><h3>2/4</h3><div style="width:100%; display:block;">489138712732008448</div><div class="panel" style="display:inline-block; width:800px;">@MisterC00l Il manque l\'écosystème Apple :)
</div><span><span class="form-item-title"></span><select type="select" name="490036430757187585_489138712732008448_489400251019571200_489978650180460544[valence_1]" style="margin-left:50px; max-width:100px;" value="4"><option  value="0"></option><option  value="1">EMOTION</option><option  value="2">SENTIMENT</option><option  value="3">INFORMATION</option><option selected  value="4">OPINION</option></select></span></div></div><div><div><span><div class="form-item-title"></div><input type="hidden" name="490036430757187585_489138712732008448_489400251019571200_489978650180460544[sid_2]" value="489400251019571200"/></span><h3>3/4</h3><div style="width:100%; display:block;">489400251019571200</div><div class="panel" style="display:inline-block; width:800px;">Joël Pélicot est élu président du comité de bassin Loire-Bretagne: Joël Pélicot, conseiller municip...
</div><span><span class="form-item-title"></span><select type="select" name="490036430757187585_489138712732008448_489400251019571200_489978650180460544[valence_2]" style="margin-left:50px; max-width:100px;" value="3"><option  value="0"></option><option  value="1">EMOTION</option><option  value="2">SENTIMENT</option><option selected  value="3">INFORMATION</option><option  value="4">OPINION</option></select></span></div></div><div><div><span><div class="form-item-title"></div><input type="hidden" name="490036430757187585_489138712732008448_489400251019571200_489978650180460544[sid_3]" value="489978650180460544"/></span><h3>4/4</h3><div style="width:100%; display:block;">489978650180460544</div><div class="panel" style="display:inline-block; width:800px;">Jsui enrhume de con c\'st a cause du changement climatique wlh !
</div><span><span class="form-item-title"></span><select type="select" name="490036430757187585_489138712732008448_489400251019571200_489978650180460544[valence_3]" style="margin-left:50px; max-width:100px;" value="1"><option  value="0"></option><option selected  value="1">EMOTION</option><option  value="2">SENTIMENT</option><option  value="3">INFORMATION</option><option  value="4">OPINION</option></select></span></div></div><div><div><span><div class="form-item-title"></div><input type="hidden" name="490036430757187585_489138712732008448_489400251019571200_489978650180460544[sourcecat]" value="["EMOTION","SENTIMENT","INFORMATION","OPINION"]"/></span><span><div class="form-item-title"></div><input type="submit" name="490036430757187585_489138712732008448_489400251019571200_489978650180460544[submit]" action="" style="margin-left:40%;display:none;" class="button" value="Soumettre"/></span></div></div> 
    </form>',
    'result' => '<div id="item-result-0" class="item-result-false"><div style="padding-top:35px;">INFORMATION</div></div><div id="item-result-1" class="item-result-false"><div style="padding-top:35px;">SENTIMENT</div></div><div id="item-result-2" class="item-result-false"><div style="padding-top:35px;">OPINION</div></div><div id="item-result-3" class="item-result-true"></div><script>
    var children = jQuery("form").children();
    console.log(children);
    for(var i in children){
      var height = jQuery(children[i]).height();
      jQuery("#item-result-"+i).height(height-60);
      jQuery("#item-result-"+i).css("margin-top","60px");
    }
  </script>',
    'more' => '<button id="compare-result" type="button" class="button" style="margin-left:40%;">Voir les annotations complètes</button>
  <script>
    jQuery("#compare-result").click(function(){
      jQuery.ajax({
        type: "POST",
        data : {"490036430757187585":{"sourcefile":"\\/vagrant\\/data\\/demo_pap\\/demo_workspace\\/empty_INFORMATION.xml","content":"Qmilch, un tissu \\u00e9cologique \\u00e0 base de lait #economiecirculaire #LivingCircular\\n","annotated":"\\/vagrant\\/data\\/demo_pap\\/xml\\/INFORMATION.xml"},"489138712732008448":{"sourcefile":"\\/vagrant\\/data\\/demo_pap\\/demo_workspace\\/empty_INSATISFACTION.xml","content":"@MisterC00l Il manque l\'\\u00e9cosyst\\u00e8me Apple :)\\n","annotated":"\\/vagrant\\/data\\/demo_pap\\/xml\\/INSATISFACTION.xml"},"489400251019571200":{"sourcefile":"\\/vagrant\\/data\\/demo_pap\\/demo_workspace\\/empty_ACCORD.xml","content":"Jo\\u00ebl P\\u00e9licot est \\u00e9lu pr\\u00e9sident du comit\\u00e9 de bassin Loire-Bretagne: Jo\\u00ebl P\\u00e9licot, conseiller municip...\\n","annotated":"\\/vagrant\\/data\\/demo_pap\\/xml\\/ACCORD.xml"},"489978650180460544":{"sourcefile":"\\/vagrant\\/data\\/demo_pap\\/demo_workspace\\/empty_DERANGEMENT.xml","content":"Jsui enrhume de con c\'st a cause du changement climatique wlh !\\n","annotated":"\\/vagrant\\/data\\/demo_pap\\/xml\\/DERANGEMENT.xml"}},
        url: "http://localhost:8080/demo/rest/annotatedres",
        dataType : "json",
        success: function(data, textStatus, jqXHR) {
          console.log(data);
        }
      });
    });
  </script>
  ',
  ),
)
[23/11/2015 - 10:27:11] (10.0.2.2|)  => array (
)
[23/11/2015 - 11:41:21] (10.0.2.2|)  => /vagrant/cpm-web-ui/tools/extractdeftsubsetfromentry3.py /vagrant/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt 490064594530861056 490038666421895168 489355435762126848 489556779060461569 488991817913073664
[23/11/2015 - 11:53:46] (10.0.2.2|)  => /vagrant/cpm-web-ui/tools/extractdeftsubsetfromentry3.py /vagrant/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt 487923076303450112 488369511331287040 489709253515415552 489556779060461569 489348871806398464
[23/11/2015 - 11:55:36] (10.0.2.2|)  => /vagrant/cpm-web-ui/tools/extractdeftsubsetfromentry3.py /vagrant/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt 490058009427865600
[23/11/2015 - 11:56:40] (10.0.2.2|)  => /vagrant/cpm-web-ui/tools/extractdeftsubsetfromentry3.py /vagrant/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt 488661110921232384 489755004836659200 507194988304674816 489138712732008448 489800398774210560
[23/11/2015 - 12:3:28] (10.0.2.2|)  => /vagrant/cpm-web-ui/tools/extractdeftsubsetfromentry3.py /vagrant/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt 507194988304674816 489296401180811265 489095117446586368 506081725085396992 489427897212751872
[23/11/2015 - 12:4:23] (10.0.2.2|)  => /vagrant/cpm-web-ui/tools/extractdeftsubsetfromentry3.py /vagrant/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt 488360871836786688 507226397354762241 489761067506364417 488732531416911872 490052045966417920
[23/11/2015 - 12:5:44] (10.0.2.2|)  => /vagrant/cpm-web-ui/tools/extractdeftsubsetfromentry3.py /vagrant/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt 488939782672621570 488638035589079040 507251848131411968 507421595946586112 489918127023464449
[23/11/2015 - 12:6:47] (10.0.2.2|)  => /vagrant/cpm-web-ui/tools/extractdeftsubsetfromentry3.py /vagrant/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt 490069001679421440 489758419327258624 506092670746243072 488048051798695936 489194551957942273
[23/11/2015 - 12:7:4] (10.0.2.2|)  => /vagrant/cpm-web-ui/tools/extractdeftsubsetfromentry3.py /vagrant/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt 489918127023464449 488048051798695936 488936037494706176 489046736284155904 490038666421895168
[23/11/2015 - 12:9:57] (10.0.2.2|)  => /vagrant/cpm-web-ui/tools/extractdeftsubsetfromentry3.py /vagrant/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt 505690707311747072 488636176010858496 506936979129663488 489336659180527616 489990016408776704
[23/11/2015 - 12:13:38] (10.0.2.2|)  => /vagrant/cpm-web-ui/tools/extractdeftsubsetfromentry3.py /vagrant/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt 488991550824001536 490038666421895168 488374479215931392 489918127023464449 489276210309263361
[23/11/2015 - 12:13:55] (10.0.2.2|)  => /vagrant/cpm-web-ui/tools/extractdeftsubsetfromentry3.py /vagrant/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt 490058009427865600 489224011742990336 507194988304674816 489824708456873984 488986387342163968
[23/11/2015 - 12:14:1] (10.0.2.2|)  => /vagrant/cpm-web-ui/tools/extractdeftsubsetfromentry3.py /vagrant/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt 489774113029107712 489335684394913792 506765483144925184 489556779060461569 490038666421895168
[23/11/2015 - 12:33:18] (10.0.2.2|)  => /vagrant/cpm-web-ui/tools/extractdeftsubsetfromentry3.py /vagrant/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt 489348871806398464 505841246951440384 489578841006821376 489138712732008448 489918127023464449
[23/11/2015 - 12:34:12] (10.0.2.2|)  => /vagrant/cpm-web-ui/tools/extractdeftsubsetfromentry3.py /vagrant/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt 489372368641327106 507194988304674816 505059323647918080 487542365481992192 488696534490288128
[23/11/2015 - 12:34:13] (10.0.2.2|)  => /vagrant/cpm-web-ui/tools/extractdeftsubsetfromentry3.py /vagrant/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt 489138712732008448 490058009427865600 507411251035521024 488791764518846464 489761067506364417
[23/11/2015 - 12:34:48] (10.0.2.2|)  => /vagrant/cpm-web-ui/tools/extractdeftsubsetfromentry3.py /vagrant/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt 507119936008093696 489139797286744065 488638035589079040 488331144711380992 488688134809739264
[23/11/2015 - 12:36:49] (10.0.2.2|)  => /vagrant/cpm-web-ui/tools/extractdeftsubsetfromentry3.py /vagrant/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt 507226397354762241 489322717712105472 489303425671516160 507194988304674816 489491965764198400
[23/11/2015 - 12:37:46] (10.0.2.2|)  => /vagrant/cpm-web-ui/tools/extractdeftsubsetfromentry3.py /vagrant/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt 490038666421895168 505059323647918080 489378881917702144 488722037821943809 489918127023464449
[23/11/2015 - 12:41:25] (10.0.2.2|)  => /vagrant/cpm-web-ui/tools/extractdeftsubsetfromentry3.py /vagrant/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt 489709253515415552 488382926766104577 489560136613392385 490068065065791488 507194988304674816
[23/11/2015 - 12:41:25] (10.0.2.2|)  => array (
)
[23/11/2015 - 12:42:10] (10.0.2.2|)  => /vagrant/cpm-web-ui/tools/extractdeftsubsetfromentry3.py /vagrant/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt 489432562247299072 507299407025696768 489100932592857088 489964532908175360 488964373336293376
[23/11/2015 - 12:42:10] (10.0.2.2|)  => 
[23/11/2015 - 12:42:10] (10.0.2.2|)  => Micro
[23/11/2015 - 12:42:10] (10.0.2.2|)  => 
[23/11/2015 - 12:42:10] (10.0.2.2|)  => VALORISATION:
[23/11/2015 - 12:42:10] (10.0.2.2|)  => Precision: 0
[23/11/2015 - 12:42:10] (10.0.2.2|)  => Recall: 0
[23/11/2015 - 12:42:10] (10.0.2.2|)  => F-Measure1: 0
[23/11/2015 - 12:42:10] (10.0.2.2|)  => DESTINATAIRE:
[23/11/2015 - 12:42:10] (10.0.2.2|)  => Precision: 0
[23/11/2015 - 12:42:10] (10.0.2.2|)  => Recall: 0
[23/11/2015 - 12:42:10] (10.0.2.2|)  => F-Measure1: 0
[23/11/2015 - 12:42:10] (10.0.2.2|)  => INSTRUCTION_DEMANDE:
[23/11/2015 - 12:42:10] (10.0.2.2|)  => Precision: 0
[23/11/2015 - 12:42:10] (10.0.2.2|)  => Recall: 0
[23/11/2015 - 12:42:10] (10.0.2.2|)  => F-Measure1: 0
[23/11/2015 - 12:42:10] (10.0.2.2|)  => DESACCORD:
[23/11/2015 - 12:42:10] (10.0.2.2|)  => Precision: 0
[23/11/2015 - 12:42:10] (10.0.2.2|)  => Recall: 0
[23/11/2015 - 12:42:10] (10.0.2.2|)  => F-Measure1: 0
[23/11/2015 - 12:42:10] (10.0.2.2|)  => SOURCE:
[23/11/2015 - 12:42:10] (10.0.2.2|)  => Precision: 0
[23/11/2015 - 12:42:10] (10.0.2.2|)  => Recall: 0
[23/11/2015 - 12:42:10] (10.0.2.2|)  => F-Measure1: 0
[23/11/2015 - 12:42:10] (10.0.2.2|)  => MEPRIS:
[23/11/2015 - 12:42:10] (10.0.2.2|)  => Precision: 0
[23/11/2015 - 12:42:10] (10.0.2.2|)  => Recall: 0
[23/11/2015 - 12:42:10] (10.0.2.2|)  => F-Measure1: 0
[23/11/2015 - 12:42:10] (10.0.2.2|)  => SATISFACTION:
[23/11/2015 - 12:42:10] (10.0.2.2|)  => Precision: 0
[23/11/2015 - 12:42:10] (10.0.2.2|)  => Recall: 0
[23/11/2015 - 12:42:10] (10.0.2.2|)  => F-Measure1: 0
[23/11/2015 - 12:42:10] (10.0.2.2|)  => CIBLE:
[23/11/2015 - 12:42:10] (10.0.2.2|)  => Precision: 0
[23/11/2015 - 12:42:10] (10.0.2.2|)  => Recall: 0
[23/11/2015 - 12:42:10] (10.0.2.2|)  => F-Measure1: 0
[23/11/2015 - 12:42:10] (10.0.2.2|)  => 
[23/11/2015 - 12:42:10] (10.0.2.2|)  => array (
)
[23/11/2015 - 12:42:54] (10.0.2.2|)  => /vagrant/cpm-web-ui/tools/extractdeftsubsetfromentry3.py /vagrant/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt 489719694728118272 488871728806785025 505841246951440384 489303425671516160 489487364553998337
[23/11/2015 - 12:42:54] (10.0.2.2|)  => array (
  0 => 
  array (
    'groupe' => 'AMOUR',
  ),
)
[23/11/2015 - 12:42:54] (10.0.2.2|)  => array (
  0 => 
  array (
    'groupe' => 'INSATISFACTION',
  ),
  1 => 
  array (
    'groupe' => 'INSATISFACTION',
  ),
)
[23/11/2015 - 12:42:54] (10.0.2.2|)  => array (
  0 => 
  array (
    'groupe' => 'MEPRIS',
  ),
  1 => 
  array (
    'groupe' => 'MEPRIS',
  ),
  2 => 
  array (
    'groupe' => 'MEPRIS',
  ),
)
[23/11/2015 - 12:42:54] (10.0.2.2|)  => array (
  0 => 
  array (
    'groupe' => 'MEPRIS',
    'Precision' => ' 0',
    'Recall' => ' 0',
    'F-Measure1' => ' 0',
  ),
  1 => 
  array (
    'groupe' => 'MEPRIS',
    'Precision' => ' 0',
    'Recall' => ' 0',
    'F-Measure1' => ' 0',
  ),
  2 => 
  array (
    'groupe' => 'MEPRIS',
    'Precision' => ' 0',
    'Recall' => ' 0',
    'F-Measure1' => ' 0',
  ),
)
[23/11/2015 - 12:43:6] (10.0.2.2|)  => /vagrant/cpm-web-ui/tools/extractdeftsubsetfromentry3.py /vagrant/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt 488382926766104577 489138712732008448 489079880370245632 489168171535196160 489990016408776704
[23/11/2015 - 12:43:6] (10.0.2.2|)  => array (
  0 => 
  array (
    'groupe' => 'INSATISFACTION',
  ),
)
[23/11/2015 - 12:43:6] (10.0.2.2|)  => array (
  0 => 
  array (
    'groupe' => 'INSATISFACTION',
  ),
  1 => 
  array (
